id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	decennium	quinquennial	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	age_gap	gender_sender	gender_addressee	gender_pair
223	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.46	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1696	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
225	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
227	1.69	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
229	3.37	0.00	0.00	0.00	0.00	3.46	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
243	1.69	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
244	1.69	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1697	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
245	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
246	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
249	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	1699	1690-1699	1695-1699	1652	1667	1640-1680	1640-1680	TRUE	TRUE	FALSE	FALSE	15	MALE	FEMALE	MALE-FEMALE
255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	BARBARA HARTSHORNE	ELIZABETH JEAKE JUNIOR	"BARBARA HARTSHORNE", "ELIZABETH JEAKE JUNIOR"	1699	1690-1699	1695-1699	UNK	1688	1600-1640	1680-1720	TRUE	TRUE	FALSE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
256	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	BARBARA HARTSHORNE	ELIZABETH JEAKE JUNIOR	"BARBARA HARTSHORNE", "ELIZABETH JEAKE JUNIOR"	1699	1690-1699	1695-1699	UNK	1688	1600-1640	1680-1720	TRUE	TRUE	FALSE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
257	8.43	0.00	0.00	0.00	0.00	0.00	3.46	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	SAMUEL JEAKE JR	ELIZABETH JEAKE JUNIOR	"SAMUEL JEAKE JR", "ELIZABETH JEAKE JUNIOR"	1699	1690-1699	1695-1699	1652	1688	1640-1680	1680-1720	TRUE	TRUE	FALSE	TRUE	36	MALE	FEMALE	MALE-FEMALE
259	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
261	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
268	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE JUNIOR	ELIZABETH JEAKE	"ELIZABETH JEAKE JUNIOR", "ELIZABETH JEAKE"	1701	1700-1709	1700-1705	1688	1667	1680-1720	1640-1680	FALSE	FALSE	FALSE	TRUE	21	FEMALE	FEMALE	FEMALE-FEMALE
269	1.69	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
271	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
272	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE JUNIOR	BARBARA HARTSHORNE	"ELIZABETH JEAKE JUNIOR", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1688	UNK	1680-1720	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
274	1.69	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
276	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
277	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
279	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
280	1.69	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA HARTSHORNE	"ELIZABETH JEAKE", "BARBARA HARTSHORNE"	1701	1700-1709	1700-1705	1667	UNK	1640-1680	1600-1640	FALSE	FALSE	TRUE	TRUE		FEMALE	FEMALE	FEMALE-FEMALE
282	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	ELIZABETH JEAKE	"FRANCIS JEAKE", "ELIZABETH JEAKE"	1712	1710-1719	1710-1714	1700	1667	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE	33	MALE	FEMALE	MALE-FEMALE
283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	ELIZABETH JEAKE	"FRANCIS JEAKE", "ELIZABETH JEAKE"	1712	1710-1719	1710-1714	1700	1667	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE	33	MALE	FEMALE	MALE-FEMALE
284	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	JOSEPH TUCKER	"FRANCIS JEAKE", "JOSEPH TUCKER"	1714	1710-1719	1710-1714	1700	UNK	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE		MALE	MALE	MALE-MALE
285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	JOSEPH TUCKER	"FRANCIS JEAKE", "JOSEPH TUCKER"	1716	1710-1719	1715-1719	1700	UNK	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE		MALE	MALE	MALE-MALE
286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	ELIZABETH TUCKER AND BARBARA JEAKE	"FRANCIS JEAKE", "ELIZABETH TUCKER AND BARBARA JEAKE"	1716	1710-1719	1715-1719	1700	MULT	1680-1720	MULT	MULT	FALSE	MULT	MULT		MALE	FEMALE	MALE-FEMALE
287	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	JOSEPH TUCKER	"FRANCIS JEAKE", "JOSEPH TUCKER"	1716	1710-1719	1715-1719	1700	UNK	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE		MALE	MALE	MALE-MALE
288	1.69	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.73	FAMILY	FRANCIS JEAKE	JOSEPH TUCKER	"FRANCIS JEAKE", "JOSEPH TUCKER"	1716	1710-1719	1715-1719	1700	UNK	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE		MALE	MALE	MALE-MALE
289	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	JOSEPH TUCKER	"FRANCIS JEAKE", "JOSEPH TUCKER"	1716	1710-1719	1715-1719	1700	UNK	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE		MALE	MALE	MALE-MALE
290	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	JOSEPH TUCKER	"FRANCIS JEAKE", "JOSEPH TUCKER"	1716	1710-1719	1715-1719	1700	UNK	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE		MALE	MALE	MALE-MALE
291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	FAMILY	FRANCIS JEAKE	ELIZABETH JEAKE	"FRANCIS JEAKE", "ELIZABETH JEAKE"	1716	1710-1719	1715-1719	1700	1667	1680-1720	1640-1680	FALSE	FALSE	TRUE	TRUE	33	MALE	FEMALE	MALE-FEMALE
292	1.69	0.00	0.00	0.00	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	FAMILY	ELIZABETH JEAKE	BARBARA JEAKE	"ELIZABETH JEAKE", "BARBARA JEAKE"	1716	1710-1719	1715-1719	1667	1695	1640-1680	1680-1720	TRUE	TRUE	FALSE	TRUE	28	FEMALE	FEMALE	FEMALE-FEMALE
