id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	quinquennial	decennium	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	age_gap	gender_sender	gender_addressee	gender_pair
SB_M_89	1.63	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN	CM	"JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN", "CM"	1669	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	TRUE	MULT	FALSE	FALSE		MALE	MALE	MALE-MALE
SB_M_9	9.83	0.00	0.00	0.00	0.00	0.00	4.91	0.00	0.00	4.91	4.91	0.00	0.00	4.91	0.00	BUSINESS; CORRESPONDENT	ROBERT OURSEL	CM	"ROBERT OURSEL", "CM"	1668	1665-1669	1660-1669	1634	1633	1600-1640	1600-1640	FALSE	FALSE	FALSE	FALSE	1	MALE	MALE	MALE-MALE
SB_M_90	1.63	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	TAR COMPANY DIRECTORS	CM	"TAR COMPANY DIRECTORS", "CM"	1669	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	MULT	MULT	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_91	3.26	0.00	0.00	0.00	0.00	0.00	3.26	0.00	0.00	0.00	3.26	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN	CM	"JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN", "CM"	1669	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	TRUE	MULT	FALSE	FALSE		MALE	MALE	MALE-MALE
SB_M_92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; AGENT	WILLIAM BROWNE	CM	"WILLIAM BROWNE", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	ABRAHAM MOMMA REENSTIERNA	CM	"ABRAHAM MOMMA REENSTIERNA", "CM"	1669	1665-1669	1660-1669	1623	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	10	MALE	MALE	MALE-MALE
SB_M_95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	CM	"ARNOLD RULAND", "CM"	1669	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK		MALE	MALE	MALE-MALE
SB_M_96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1669	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	29	FEMALE	MALE	FEMALE-MALE
SB_M_98	1.63	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	BUSINESS; PRINCIPAL	ABRAHAM MOMMA REENSTIERNA	CM	"ABRAHAM MOMMA REENSTIERNA", "CM"	1669	1665-1669	1660-1669	1623	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	10	MALE	MALE	MALE-MALE
SB_M_99	3.26	0.00	0.00	1.63	0.00	0.00	1.63	0.00	0.00	0.00	1.63	1.63	0.00	0.00	0.00	BUSINESS; PRINCIPAL	JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN	CM	"JOACHIM PÖTTER-LILLIENHOFF & HENRIK THUEN", "CM"	1669	1665-1669	1660-1669	MULT	1633	1600-1640	1600-1640	TRUE	MULT	FALSE	FALSE		MALE	MALE	MALE-MALE
