id	hit_freq	conf_freq	appr_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resignate_freq	trave_freq	trade_freq	health_freq	politics_freq	social_freq	pair	sender_over_40	addressee_over_40	sender_is_older	age_gap_over_20	gender_pair	connection
229	12.59	0.00	0.00	0.00	0.00	12.59	0.00	0.00	0.00	0.00	0.00	0.00	6.29	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
230	6.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
243	6.29	0.00	6.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.29	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
244	6.29	0.00	6.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.29	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
245	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
246	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
249	6.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "ELIZABETH JEAKE"	TRUE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
30	32.15	0.00	32.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.15	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
47	32.15	0.00	32.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.15	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
49	64.31	0.00	32.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.15	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
50	32.15	0.00	0.00	0.00	0.00	32.15	0.00	0.00	0.00	0.00	0.00	0.00	32.15	0.00	0.00	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
51	32.15	0.00	32.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.15	0.00	0.00	0.00	0.00	"SAMUEL JEAKE JR", "SAMUEL JEAKE SR"	FALSE	TRUE	FALSE	TRUE	MALE-MALE	FAMILY
5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "FRANCES JEAKE-HARTRIDGE"	FALSE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
7	61.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.31	0.00	0.00	0.00	0.00	61.31	"SAMUEL JEAKE SR", "FRANCES JEAKE-HARTRIDGE"	FALSE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "FRANCES JEAKE-HARTRIDGE"	FALSE	FALSE	FALSE	FALSE	MALE-FEMALE	FAMILY
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "FRANCES JEAKE-HARTRIDGE"	FALSE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "FRANCES JEAKE-HARTRIDGE"	FALSE	FALSE	TRUE	FALSE	MALE-FEMALE	FAMILY
26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
33	45.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.99	6.50	0.00	0.00	0.00	0.00	6.50	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
45	6.50	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
46	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
52	6.50	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
144	13.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
145	13.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
146	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
148	13.00	0.00	0.00	0.00	6.50	0.00	0.00	6.50	0.00	0.00	0.00	0.00	13.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
149	25.99	0.00	0.00	0.00	0.00	6.50	0.00	6.50	6.50	6.50	0.00	0.00	13.00	13.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
150	6.50	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
151	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	6.50	0.00	0.00	13.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
152	45.49	0.00	0.00	0.00	6.50	0.00	6.50	6.50	6.50	6.50	0.00	0.00	0.00	19.50	6.50	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
153	6.50	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
155	6.50	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
156	58.49	0.00	0.00	0.00	6.50	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
173	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
177	25.99	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	6.50	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
180	19.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	13.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
183	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
184	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
187	13.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
191	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
201	6.50	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	6.50	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
204	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
205	6.50	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
211	13.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"SAMUEL JEAKE SR", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	TRUE	MALE-MALE	FAMILY
63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	FALSE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
169	11.23	0.00	0.00	0.00	0.00	0.00	0.00	11.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
170	11.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.23	0.00	0.00	0.00	11.23	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
171	22.47	0.00	0.00	0.00	0.00	0.00	22.47	0.00	0.00	0.00	0.00	0.00	11.23	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
174	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
178	22.47	0.00	0.00	0.00	0.00	11.23	11.23	0.00	0.00	0.00	0.00	0.00	11.23	11.23	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
186	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
193	11.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
197	11.23	0.00	0.00	0.00	0.00	0.00	11.23	0.00	0.00	0.00	0.00	11.23	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
198	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
202	11.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
207	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"THOMAS MILLER", "SAMUEL JEAKE JR"	TRUE	FALSE	TRUE	FALSE	MALE-MALE	BUSINESS; FRIEND
